Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
18192,"20.0139048, 73.8106232","3Rd & 4Rt Floor, Susya Arcade, Opposite Nilmani Bus Stand, Panchvati, Nashik",Sarthak Hospital,0,0,0,"3Rd & 4Rt Floor, Susya Arcade, Opposite Nilmani Bus Stand, Panchvati",Maharashtra,Nashik,0,422003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18193,"20.010347, 73.793341","Mukund Appartment, Indrakund, Panchawati",Shraddha Eye Hospital,0,0,0,"Mukund Appartment, Indrakund, Panchawati",Maharashtra,Nashik,0,422003,0,0,0,0,0,0,0,0,504766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18194,"20.0103573, 73.7953654","Vasant City Mall, Panchvati Karanja, Nasik",Shri Sai Multispeciality and Research Centre,0,0,0,"Vasant City Mall, Panchvati Karanja",Maharashtra,Nashik,0,422003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18195,"20.0139048, 73.8106232","Bhagchand Complex, Dindori Naka Panchvati Nashik",Sukhakarta Rugnalaya,0,0,0,"Bhagchand Complex , Dindori Naka Panchvati ",Maharashtra,Nashik,0,422003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18196,NA,"Opp Jantra Hospital, Mumbai-Agra Rd, Adgaon, Nasik-3",Suparanas Home Division Of Uddhav Memorial Hospit,0,0,0,"Opp Jantra Hospital, Mumbai-Agra Rd, Adgaon",Maharashtra,Nashik,0,422003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18197,NA,"Surya Arcade, 2Nd Floor,Opp Nimani Bus Stand,",Surya Multispeciality Hospitals Pvt. Ltd.,0,0,0,"Surya Arcade, 2Nd Floor,Opp Nimani Bus Stand",Maharashtra,Nashik,0,422003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18198,NA,"No. 594 / 3, Ahilyabai Holkar Marg, Near Mahamarg Bus Stand, Mumbai Naka, Tidke Colony.",Suyash Hospital,0,0,0,"No. 594 / 3, Ahilyabai Holkar Marg, Near Mahamarg Bus Stand, Mumbai Naka, Tidke Colony",Maharashtra,Nashik,0,422003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18199,"20.0139048, 73.8106232","Shree Hari Plaza, Above Hotel Vaibhav, 2Nd Floor New Adgaon Naka, Panchvati, Nasik",Swami Hospital Nasik,0,0,0,"Shree Hari Plaza , Above Hotel Vaibhav, 2Nd Floor New Adgaon Naka, Panchvati",Maharashtra,Nashik,0,422003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18200,NA,"Gajanan Society, Ground Floor, Govakshanagar, Bindori Road",Mulay Hospital,0,0,0,"Gajanan Society, Ground Floor, Govakshanagar, Bindori Road",Maharashtra,Nashik,0,422004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18201,"19.9974533, 73.7898023","Sai Nagar Rto Corner, Dindori Road, Sai Nagar, Panchavati, Near Meri, Nasik, ",Tanmayee Hospital,0,0,0,"Sai Nagar Rto Corner, Dindori Road, Sai Nagar, Panchavati, Near Meri",Maharashtra,Nashik,0,422004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18202,NA,"Opposite Hotel Sandeep Mumbai Naka,Mahamarg Bus Stand,.",Curie Manavata Cancer Centre,0,0,0,"Opposite Hotel Sandeep Mumbai Naka,Mahamarg Bus Stand",Maharashtra,Nashik,0,422005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18203,"20.0069641, 73.7600406","Hpt College Road, Nashik",Dr. Bhambri Hospital,0,0,0,Hpt College Road,Maharashtra,Nashik,0,422005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18204,NA,"Near S. T. Colony, Gangapur Road,Near Sangam Sweets, Upadhya Hospital State Bank Of India",Kamal Vasant Hospital Pvt. Ltd.,0,0,0,"Near S. T. Colony, Gangapur Road,Near Sangam Sweets , Upadhya Hospital , State Bank Of India",Maharashtra,Nashik,0,422005,0,0,0,0,0,0,0,0,2532574687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18205,"20.0027364, 73.7717237","Umiya Appt. Sharanpur Road, Canada Corner, Nasik, ",Krishna Hospital And Critical Care Centre,0,0,0,"Umiya Appt. Sharanpur Road, Canada Corner",Maharashtra,Nashik,0,422005,0,0,0,0,0,0,0,0,0253  2317087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18206,"20.0112699, 73.7606908","Patil Lane 1, Canada Corner, Near Kbh Vidyalaya, Gangapur Road, Nashik",Magnum Heart Institute,0,0,0,"Patil Lane 1, Canada Corner, Near Kbh Vidyalaya, Gangapur Road",Maharashtra,Nashik,0,422005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18207,NA,"Crown Complex, Opposite Rajiv Gandhi Bhavan,3Rd Floor,Sharanpur Road.","Sai Hospital ( Saphalya Pvt. Ltd.,)",0,0,0,"Crown Complex, Opposite Rajiv Gandhi Bhavan,3Rd Floor,Sharanpur Road",Maharashtra,Nashik,0,422005,0,0,0,0,0,0,0,0,2310311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18208,NA,"1, Tulja NiwasBehind City Finance,Canada Corner.","Shree Balaji Research Centre and Hospital Pvt. Ltd.,",0,0,0,"#1 , Tulja Niwas ,Behind City Finance,Canada Corner",Maharashtra,Nashik,0,422005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18209,"19.9974533, 73.7898023","Castle Rock.Nearcanada Crnter Signal,Opp Vishwas Bank,Nashik",Shreeji Hospital,0,0,0,"Castle Rock.Nearcanada Crnter Signal,Opp Vishwas Bank",Maharashtra,Nashik,0,422005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18210,NA,"Bhavik Nagar, Gangapur Road,",Vidya Vikas Hospital,0,0,0,"Bhavik Nagar, Gangapur Road",Maharashtra,Nashik,0,422005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18211,"64.8622946, -147.7823791",College Road College Road ,Vijan Cardiac And Criticare Centre,0,0,0,College Road College Road ,Maharashtra,Nashik,0,422005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18212,"19.9753577, 73.8147042","Netaji Subhash Colony, Ramdas Swami Nagar, Behind Gandhinagar, Nashik",Asha Kendra Hospital - Nashik,0,0,0,"Netaji Subhash Colony, Ramdas Swami Nagar, Behind Gandhinagar",Maharashtra,Nashik,0,422006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18213,"19.9974533, 73.7898023","Ashok Stambha, Jayaramkrushan Sankul, Nashik",Dr. Bhawsar Nursing Home,0,0,0,"Ashok Stambha, Jayaramkrushan Sankul",Maharashtra,Nashik,0,422006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18214,NA,Datta Mandir Stop Near Matwani Factor Nasik Road,Gujarathi Hospital,0,0,0,Datta Mandir Stop Near Matwani Factor Nasik Road,Maharashtra,Nashik,0,422006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18215,"19.9205556, 73.8834629","Plot No.11, Shivaji Nagar, Opposite Fame Theater, Nashik-Pune Road,",Muktai Hospital,0,0,0,"Plot No.11, Shivaji Nagar, Opposite Fame Theater, Nashik-Pune Road",Maharashtra,Nashik,0,422006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18216,"19.0759837, 72.8776559","Plot No-8, Motkari Nagar, Behind Tapsakhare Lawn,Near Mumbai - Naka, Tidke Colony,",Navsanjeevani Hospital,0,0,0,"Plot No-8, Motkari Nagar, Behind Tapsakhare Lawn,Near Mumbai - Naka, Tidke Colony",Maharashtra,Nashik,0,422006,0,0,0,0,0,0,0,0,2532314652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18217,NA,"Shivajinagar, Satpur, Near Carbon Graphite Company, Near Bus Stand",Dr Gajare Hospital,0,0,0,"Shivajinagar, Satpur, Near Carbon Graphite Company, Near Bus Stand",Maharashtra,Nashik,0,422007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18218,"19.9909447, 73.7342599","Satupr,Nashik-Trimbak Road,",Dr. Karad Hospital,0,0,0,"Satupr,Nashik-Trimbak Road",Maharashtra,Nashik,0,422007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18219,NA,"No. 54, Lahuti Nagar, Behind Moule Hall, Trimbak Rd. Satpur",Maher Hospital,0,0,0,"No. 54, Lahuti Nagar, Behind Moule Hall, Trimbak Rd. Satpur",Maharashtra,Nashik,0,422007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18220,NA,"Kazi Nagar, Opposite Aaiesha Masjid, Wadala Road,",New National Hospital,0,0,0,"Kazi Nagar, Opposite Aaiesha Masjid, Wadala Road",Maharashtra,Nashik,0,422007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18221,"19.9722057, 73.756976",Vasant Vyakhyanmala Maidan Behind Durga Mata Mandir Trimurti Chowk Cidco Nashik,Aashirwad Hospital,0,0,0,Vasant Vyakhyanmala Maidan Behind Durga Mata Mandir Trimurti Chowk Cidco ,Maharashtra,Nashik,0,422008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18222,NA,"Shirin Patel Colony, Shivaji Road",Ahura Maternity Hospital,0,0,0,"Shirin Patel Colony, Shivaji Road",Maharashtra,Nashik,0,422008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18223,"19.9849312, 73.7470502","I.T.I Ambad Link Road Near Citu Bhavan, Khutwad Nagar",Chavan Multispeciality Hospital,0,0,0,"I.T.I Ambad Link Road Near Citu Bhavan, Khutwad Nagar",Maharashtra,Nashik,0,422008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18224,NA,"Plot No - 3/5, Patil Lane No 1, Near K B H Vidyalaya,Opp: Vasant Market, Canada Corner ",Chopda Medicare And Research Centre Pvt Ltd Magnum Heart Institute,0,0,0,"Plot No - 3/5, Patil Lane No 1, Near K B H Vidyalaya,Opp: Vasant Market, Canada Corner ",Maharashtra,Nashik,0,422008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18225,NA,"Janki Sankul Old Kalwan Road, Dinori",Dr. Sachin J Shah,0,0,0,"Janki Sankul Old Kalwan Road, Dinori",Maharashtra,Nashik,0,422008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18226,NA,"Dnyanada Building,Near Hotel,New Padma,Kamatwade",Dr. Sanjay Gosavi Children Speciality Hospital,0,0,0,"Dnyanada Building,Near Hotel,New Padma,Kamatwade",Maharashtra,Nashik,0,422008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18227,NA,N-35/S-4/8/1 Swami Vivekand Nagar State Bank Chowk Mumbai-Agra Highway Cidco ,Shrinivas Multispeciality Hospital,0,0,0,N-35/S-4/8/1 Swami Vivekand Nagar State Bank Chowk Mumbai-Agra Highway Cidco,Maharashtra,Nashik,0,422008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18228,"19.9974533, 73.7898023","Urjayant Arcade, 1St Floor, Near Namrata Petrol Pump, Ambad Road, Beside Taj Hotel, New Nashik",Sidco General Hospital,0,0,0,"Urjayant Arcade, 1St Floor, Near Namrata Petrol Pump, Ambad Road, Beside Taj Hotel, New Nashik",Maharashtra,Nashik,0,422008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18229,NA,"Surana Hospital 1St Floor, Ishwar Sankul-C, Behind Regimental Theatre, Nasik Road,",Surana Hospital - Nasik Road,0,0,0,"Surana Hospital 1St Floor, Ishwar Sankul-C, Behind Regimental Theatre, Nasik Road",Maharashtra,Nashik,0,422008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18230,"19.9974533, 73.7898023","2Nd Floor, Purab-Paschim Plaza, Trimurti Chowk Divya Adlabs, Cidco, New Nashik",Trimurti Multispeciality Hospital - Nasik,0,0,0,"2Nd Floor, Purab-Paschim Plaza, Trimurti Chowk Divya Adlabs, Cidco, New Nashik",Maharashtra,Nashik,0,422008,0,0,0,0,0,0,0,0,2370505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18231,"19.971516, 73.7843031","Parab Nasgar, Opposite Datta Mandir, Indira Nagar, Nashik",Anand Hospital and Nursing Home,0,0,0,"Parab Nasgar, Opposite Datta Mandir, Indira Nagar",Maharashtra,Nashik,0,422009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18232,"19.9974533, 73.7898023","Chowk No 5,Govind Nagar Gihind Parkash Petrol Pump Mumbai Naka Nasik",Ashwini Accident Multi Speciality Hospital,0,0,0,"Chowk No 5,Govind Nagar Gihind Parkash Petrol Pump Mumbai Naka",Maharashtra,Nashik,0,422009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18233,"20.109893, 73.9467331","Vedashree Lane No-1, Suchita, Behind Hotel Inayat Cafe,Mumbai Agra Road, Nashik",Barde Maternity Hospital,0,0,0,"Vedashree Lane No-1, Suchita , Behind Hotel Inayat Cafe,Mumbai Agra Road",Maharashtra,Nashik,0,422009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18234,NA,"Riddhi Park, 2 Nd Floor,Near Rajiv Gandhi Bhavan,",Birla Eye Hospital,0,0,0,"Riddhi Park, 2 Nd Floor,Near Rajiv Gandhi Bhavan",Maharashtra,Nashik,0,422009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18235,"19.9974533, 73.7898023","Chowk No.5, Govind Nagar, Mumbai Naka, Behind Hotel Prakash, Nasik",Dr Pimprikar Hospital,0,0,0,"Chowk No.5, Govind Nagar, Mumbai Naka, Behind Hotel Prakash",Maharashtra,Nashik,0,422009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18236,"20.109893, 73.9467331","Behind Prakash Petrol Pump, Govind Nagar Mumbai - Agra Road",Karandikar Hospital and Research Center,0,0,0,"Behind Prakash Petrol Pump, Govind Nagar Mumbai - Agra Road",Maharashtra,Nashik,0,422009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18237,NA,"Plot No.57, Ashwini Sector,Sahyadri Nagar,New Cidco,Ambad Police Station Road,Opposite Hotel Sai Palace",Sahajeevan General Hospital,0,0,0,"Plot No.57, Ashwini Sector,Sahyadri Nagar,New Cidco,Ambad Police Station Road,Opposite Hotel Sai Palace",Maharashtra,Nashik,0,422009,0,0,0,0,0,0,0,0,2532396421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18238,NA,"Trimurti Chowk, Opposite Matale Mangal Karyalaya, Kamathwada Road, Cidco",Saykhedkar Hospital And Research Centre Pvt. Ltd. - Nasik,0,0,0,"Trimurti Chowk, Opposite Matale Mangal Karyalaya, Kamathwada Road, Cidco",Maharashtra,Nashik,0,422009,0,0,0,0,0,0,0,0,2373973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18239,"19.2891713, 73.0337355","Shivnery, First Floor, Ner. Rane Nagar Signal, Mumbai, Agra Road,",Suman Hospital,0,0,0,"Shivnery, First Floor, Ner. Rane Nagar Signal, Mumbai, Agra Road",Maharashtra,Nashik,0,422009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18240,"19.9722057, 73.756976","Plot, No 14, Sunderban Colony, Lekhanagar, Cidco, Nashik",Usha Hospital,0,0,0,"Plot, No 14, Sunderban Colony, Lekhanagar, Cidco",Maharashtra,Nashik,0,422009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18241,"19.9974533, 73.7898023","1St Floor, Rhaghukul Sankul,Behind Hotel Bandhuraj,Pathardi Phatta, Nashik Nashik",Vakratunda Multispeciality Hospital - Nasik,0,0,0,"1St Floor, Rhaghukul Sankul,Behind Hotel Bandhuraj,Pathardi Phatta",Maharashtra,Nashik,0,422010,0,0,0,0,0,0,0,0,2386000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18242,"22.2441975, 68.9684562","New Mumbai Agra Road,Near Kannarwar Bridge,Dwarka.",Dwarkadhish Multispeciality Hospital,0,0,0,"New Mumbai Agra Road,Near Kannarwar Bridge,Dwarka.",Maharashtra,Nashik,0,422011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18243,"19.9930737, 73.8037119","Takliphata Dwarka, Nashik",Kotwal Nursing Home,0,0,0,Takliphata Dwarka ,Maharashtra,Nashik,0,422011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18244,"19.9366469, 73.7296324","Dr Bhabha Nagar,Kaut Ghat Road,New Mumbai -Agra Road,Nasik-",Nasik Health CareandResearch Centre Pvt.Ltd,0,0,0,"Dr Bhabha Nagar,Kaut Ghat Road,New Mumbai -Agra Road",Maharashtra,Nashik,0,422011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18245,NA,"Shop No-1, Ram Plaza, Nav- Shakti Chowk, New Mumbai-Naka Near Dadasaheb Gaikwad Hall",Sanskriti Multi Speciality Hospital,0,0,0,"Shop No-1, Ram Plaza, Nav- Shakti Chowk, New Mumbai-Naka Near Dadasaheb Gaikwad Hall",Maharashtra,Nashik,0,422011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18246,"19.987224, 73.79615","Happy Home Colony,Near General Vaitya Nagar,Pune Road.",Tulasi Eye Hospital,0,0,0,"Happy Home Colony,Near General Vaitya Nagar,Pune Road",Maharashtra,Nashik,0,422011,0,0,0,0,0,0,0,0,2237804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18247,NA,"Moyur Plaza,Infornt Of Kanda Batata BhavanDwarka.","Vignahal Hospital Pvt. Ltd.,",0,0,0,"Moyur Plaza ,Infornt Of Kanda Batata Bhavan ,Dwarka",Maharashtra,Nashik,0,422011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18248,"20.0112699, 73.7606908",Gangapur Road Gangapur Road Nasik ,Nerlikar Hospital And Research Centre,0,0,0,Gangapur Road Gangapur Road ,Maharashtra,Nashik,0,422013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18249,NA,"Old Gangapur Naka, Behind Luthra Showroom",Vijay Nursing Home,0,0,0,"Old Gangapur Naka, Behind Luthra Showroom",Maharashtra,Nashik,0,422013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18250,"19.9702929, 73.8301437","Samadhan Sankul-1St Floor, Beside St Philip Charch, Nashik Road, Nashik",Chirayu Childrens Hospital,0,0,0,"Samadhan Sankul-1St Floor, Beside St Philip Charch, Nashik Road",Maharashtra,Nashik,0,422101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18251,"28.6101555, 77.1144458","Citycentre, Opp Sindhi Colony, Jail Road",Criticare Hospital For Children,0,0,0,"Citycentre, Opp Sindhi Colony, Jail Road",Maharashtra,Nashik,0,422101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18252,NA,"Gaikwad Mala, Behind Regimental Plaza, Nashik Rd-",Dr Paprikar Maternity and Nursing Home,0,0,0,"Gaikwad Mala, Behind Regimental Plaza, Nashik Rd",Maharashtra,Nashik,0,422101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18253,"19.9974533, 73.7898023","Opp Muktidham, Hospital Road, Near Hotel Vasco Nasik",Jairam Hospitals And Research Centre Pvt Ltd,0,0,0,"Opp Muktidham, Hospital Road, Near Hotel Vasco ",Maharashtra,Nashik,0,422101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18254,NA,1St Floor Hotel Shangrilla Opposite Somani Garden,Nashikroad Multispeciality Hospital,0,0,0,1St Floor Hotel Shangrilla Opposite Somani Garden,Maharashtra,Nashik,0,422101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18255,"19.9526325, 73.8361676","Behind Regimental Plaza, Gaikwad Mala Road,Nasik Road, Nasik, ",Om Hospital,0,0,0,"Behind Regimental Plaza, Gaikwad Mala Road,Nasik Road",Maharashtra,Nashik,0,422101,0,0,0,0,0,0,0,0,0253  2459664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18256,"19.9588531, 73.8314402","Opp Bytco College, Nasik Road, Nasik Road Nasik ",Sujata Birla Hospital And Medical Research Centre,0,0,0,"Opp Bytco College, Nasik Road, Nasik Road ",Maharashtra,Nashik,0,422101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18257,NA,"Gaikwad Mala,Behind Regimental Cinema",Surya Nursing Home,0,0,0,"Gaikwad Mala,Behind Regimental Cinema",Maharashtra,Nashik,0,422101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18258,"19.8530593, 74.0006328","123,Main Road,Vavi Vase,Sinnar",Gare Hospital,0,0,0,"123,Main Road,Vavi Vase,Sinnar",Maharashtra,Nashik,0,422103,0,0,0,0,0,0,0,0,220280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18259,"19.669412, 74.1583547","1348, Pachore Lane, Near S.T. Stand, On Nasik-Pune Highway, Sinnar",Parijat Hospital,0,0,0,"1348, Pachore Lane, Near S.T. Stand, On Nasik-Pune Highway, Sinnar",Maharashtra,Nashik,0,422103,0,0,0,0,0,0,0,0,222344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18260,NA,"Moti Kamal Tower,Opposite St. Stand.",Patil Accident Hospital,0,0,0,"Moti Kamal Tower,Opposite St. Stand",Maharashtra,Nashik,0,422103,0,0,0,0,0,0,0,0,221557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
18261,"19.8530593, 74.0006328","Behind State Bank Of India, Opposite Bus Stand Sinnar ",Siddhivinayak Super Speciality Hospital - Nasik,0,0,0,"Behind State Bank Of India, Opposite Bus Stand Sinnar",Maharashtra,Nashik,0,422103,0,0,0,0,0,0,0,0,221557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,516
